Date,Price
1398/09/29,6187000
1398/09/30,6150000
1398/10/01,6184000
1398/10/02,6184000
1398/10/03,6243000
1398/10/04,6273000
1398/10/06,6264000
1398/10/07,6218000
1398/10/08,6258000
1398/10/09,6363000
1398/10/10,6338000
1398/10/11,6378000
1398/10/13,6569000
1398/10/14,6692000
1398/10/15,6714000
1398/10/16,6754000
1398/10/17,6714000
1398/10/18,6418000
1398/10/20,6412000
1398/10/21,6523000
1398/10/22,6544000
1398/10/23,6563000
1398/10/24,6612000
1398/10/25,6649000
1398/10/27,6566000
1398/10/28,6633000
1398/10/29,6637000
1398/10/30,6578000
1398/11/01,6627000
1398/11/02,6664000
1398/11/04,6717000
