Date,Price
1397/10/14,161107
1397/10/15,161275
1397/10/16,162323
1397/10/17,163967
1397/10/18,164829
1397/10/21,164929
1397/10/22,164493
1397/10/23,164696
1397/10/24,165445
1397/10/25,165595
1397/10/28,166131
1397/10/29,165575
1397/10/30,161922
1397/11/01,162805
1397/11/02,162940
1397/11/05,162477
1397/11/06,160797
1397/11/07,159818
1397/11/08,160153
1397/11/09,160294
1397/11/12,159856
1397/11/13,157355
1397/11/14,158043
1397/11/15,158394
1397/11/16,158535
1397/11/20,158468
1397/11/22,157973
1397/11/23,157310
1397/11/26,157113
1397/11/27,156154
1397/11/28,156705
1397/11/29,157387
1397/11/30,159489
1397/12/03,164267
1397/12/04,166030
1397/12/05,166793
1397/12/06,164712
1397/12/07,165295
1397/12/10,164370
1397/12/11,164442
1397/12/12,164238
1397/12/13,162593
1397/12/14,162827
1397/12/17,163007
1397/12/18,164470
1397/12/19,167371
1397/12/20,167909
1397/12/21,169115
1397/12/24,171124
1397/12/25,172522
1397/12/26,175898
1397/12/27,178659
1398/01/04,179194
1398/01/05,179766
1398/01/06,181542
1398/01/09,185358
1398/01/10,185281
1398/01/16,186535
1398/01/17,188073
1398/01/18,188592
1398/01/19,190425
1398/01/20,193978
1398/01/23,195202
1398/01/24,196084
1398/01/25,201805
1398/01/26,201890
1398/01/27,199911
1398/01/30,204375
1398/02/01,204322
1398/02/02,202857
1398/02/03,203776
1398/02/06,205287
1398/02/07,209243
1398/02/08,214867
1398/02/09,216641
1398/02/10,220108
1398/02/13,224589
1398/02/14,224057
1398/02/15,215820
1398/02/16,208197
1398/02/17,211344
1398/02/20,209154
1398/02/21,204069
1398/02/22,207751
1398/02/23,211746
1398/02/24,211017
